27,125,OUTPUT/pa2-unknown-j-output1.txt
191.404,197.338,196.105
320.389,324.998,113.678
99.7035,99.6711,100.993
100.735,98.3108,225.981
101.766,96.9504,350.969
100.328,224.662,102.348
101.359,223.302,227.336
102.39,221.942,352.325
100.953,349.653,103.703
101.984,348.293,228.692
103.015,346.933,353.68
224.698,99.0577,99.955
225.729,97.6973,224.943
226.76,96.337,349.932
225.322,224.049,101.31
226.353,222.688,226.299
227.384,221.328,351.287
225.947,349.04,102.665
226.978,347.679,227.654
228.009,346.319,352.642
349.692,98.4442,98.9173
350.723,97.0839,223.906
351.754,95.7235,348.894
350.317,223.435,100.273
351.348,222.075,225.261
352.379,220.715,350.249
350.941,348.426,101.628
351.972,347.066,226.616
353.003,345.706,351.604
99.6253,98.7226,224.964
96.8236,100.586,349.918
94.022,102.449,474.873
100.068,223.708,223.11
97.2667,225.572,348.065
94.465,227.435,473.019
100.511,348.694,221.256
97.7097,350.557,346.211
94.908,352.42,471.165
224.593,98.3213,227.772
221.791,100.185,352.726
218.99,102.048,477.681
225.036,223.307,225.918
222.234,225.17,350.872
219.433,227.034,475.827
225.479,348.292,224.064
222.678,350.156,349.019
219.876,352.019,473.973
349.561,97.92,230.58
346.759,99.7834,355.534
343.958,101.647,480.489
350.004,222.905,228.726
347.202,224.769,353.68
344.401,226.632,478.635
350.447,347.891,226.872
347.645,349.754,351.826
344.844,351.618,476.781
98.9086,101.308,349.365
99.7036,100.872,474.362
100.499,100.436,599.358
98.947,226.307,349.801
99.742,225.871,474.798
100.537,225.435,599.794
98.9854,351.307,350.237
99.7804,350.87,475.234
100.575,350.434,600.23
223.906,101.273,348.57
224.701,100.836,473.566
225.496,100.4,598.563
223.944,226.272,349.006
224.74,225.836,474.002
225.535,225.399,598.999
223.983,351.271,349.442
224.778,350.835,474.438
225.573,350.399,599.435
348.904,101.237,347.775
349.699,100.801,472.771
350.494,100.364,597.768
348.942,226.236,348.211
349.737,225.8,473.207
350.532,225.364,598.204
348.98,351.235,348.646
349.775,350.799,473.643
350.57,350.363,598.64
98.4139,101.685,475.482
99.6353,99.7395,600.461
100.857,97.7941,725.44
97.4595,226.666,477.437
98.6808,224.721,602.416
99.9022,222.775,727.394
96.505,351.647,479.391
97.7264,349.702,604.37
98.9478,347.756,729.349
223.404,102.658,474.275
224.626,100.713,599.254
225.847,98.7675,724.233
222.45,227.64,476.23
223.671,225.694,601.209
224.893,223.749,726.188
221.495,352.621,478.185
222.717,350.675,603.164
223.938,348.73,728.143
348.395,103.632,473.069
349.616,101.686,598.048
350.837,99.7409,723.027
347.44,228.613,475.024
348.662,226.667,600.003
349.883,224.722,724.982
346.486,353.594,476.979
347.707,351.648,601.958
348.929,349.703,726.937
102.003,98.7681,600.534
101.364,97.1804,725.522
100.724,95.5928,850.51
99.9595,223.741,602.111
99.3203,222.154,727.099
98.6811,220.566,852.087
97.9161,348.715,603.688
97.2769,347.127,728.676
96.6377,345.539,853.664
226.985,100.803,601.199
226.345,99.2155,726.187
225.706,97.6279,851.175
224.941,225.777,602.776
224.302,224.189,727.764
223.663,222.601,852.752
222.898,350.75,604.353
222.259,349.162,729.341
221.619,347.575,854.329
351.966,102.838,601.864
351.327,101.251,726.852
350.688,99.663,851.84
349.923,227.812,603.441
349.284,226.224,728.429
348.644,224.636,853.417
347.879,352.785,605.018
347.24,351.197,730.006
346.601,349.61,854.994
99.8974,226.639,101.824
101.491,224.343,226.792
103.085,222.046,351.761
102.805,351.585,104.082
104.398,349.288,229.051
105.992,346.992,354.02
105.712,476.53,106.341
107.306,474.234,231.31
108.9,471.938,356.279
224.853,223.761,100.177
226.447,221.465,225.146
228.041,219.169,350.114
227.761,348.707,102.436
229.355,346.411,227.404
230.948,344.114,352.373
230.668,473.653,104.695
232.262,471.356,229.663
233.856,469.06,354.632
349.809,220.884,98.5303
351.403,218.587,223.499
352.997,216.291,348.468
352.717,345.829,100.789
354.311,343.533,225.758
355.904,341.237,350.727
355.624,470.775,103.048
357.218,468.479,228.017
358.812,466.182,352.985
100.438,225.584,224.504
96.8265,228.498,349.418
93.2149,231.411,474.331
98.3217,350.531,221.528
94.7101,353.444,346.442
91.0986,356.358,471.356
96.2053,475.477,218.552
92.5938,478.391,343.466
88.9823,481.305,468.38
225.368,227.785,228.064
221.756,230.699,352.978
218.145,233.612,477.892
223.252,352.731,225.089
219.64,355.645,350.003
216.029,358.559,474.916
221.135,477.678,222.113
217.524,480.592,347.027
213.912,483.506,471.941
350.298,229.986,231.625
346.686,232.899,356.539
343.075,235.813,481.453
348.181,354.932,228.649
344.57,357.846,353.563
340.958,360.76,478.477
346.065,479.879,225.674
342.454,482.793,350.588
338.842,485.706,475.501
100.914,223.837,350.894
104.387,225.223,475.838
107.859,226.609,600.782
97.3188,348.779,349.608
100.791,350.165,474.552
104.263,351.551,599.496
93.7234,473.721,348.322
97.1957,475.107,473.266
100.668,476.493,598.21
225.814,227.396,347.384
229.287,228.782,472.328
232.759,230.168,597.272
222.219,352.337,346.097
225.691,353.723,471.042
229.163,355.109,595.986
218.623,477.279,344.811
222.096,478.665,469.755
225.568,480.051,594.7
350.714,230.954,343.873
354.187,232.34,468.817
357.659,233.726,593.761
347.119,355.895,342.587
350.591,357.281,467.531
354.063,358.667,592.475
