27,8,OUTPUT/pa1-debug-d-output-1.txt
195.842,202.859,207.275
319.415,337.441,135.302
211.584,209.744,210.672
209.821,211.066,335.652
208.058,212.387,460.633
211.297,334.736,209.346
209.535,336.058,334.326
207.772,337.38,459.307
211.011,459.729,208.02
209.248,461.051,333
207.485,462.373,457.981
336.571,210.049,212.432
334.808,211.371,337.412
333.046,212.693,462.393
336.285,335.042,211.106
334.522,336.363,336.086
332.759,337.685,461.067
335.998,460.034,209.779
334.235,461.356,334.76
332.472,462.678,459.741
461.559,210.354,214.191
459.796,211.676,339.172
458.033,212.998,464.152
461.272,335.347,212.865
459.509,336.669,337.846
457.746,337.991,462.826
460.985,460.339,211.539
459.223,461.661,336.52
457.46,462.983,461.5
208.687,211.752,450.548
210.842,214.215,575.506
212.997,216.679,700.463
208.041,336.726,448.095
210.196,339.19,573.052
212.351,341.654,698.01
207.395,461.7,445.642
209.55,464.164,570.599
211.705,466.628,695.556
333.667,212.355,448.381
335.822,214.819,573.338
337.977,217.283,698.296
333.021,337.329,445.928
335.176,339.793,570.885
337.331,342.257,695.842
332.375,462.303,443.475
334.53,464.767,568.432
336.685,467.231,693.389
458.647,212.958,446.214
460.801,215.422,571.171
462.956,217.886,696.128
458.001,337.933,443.761
460.156,340.396,568.718
462.31,342.86,693.675
457.355,462.907,441.308
459.51,465.371,566.265
461.665,467.835,691.222
208.076,450.523,210.489
204.871,451.861,335.441
201.666,453.199,460.393
206.285,575.503,209.105
203.08,576.841,334.057
199.875,578.178,459.009
204.494,700.482,207.721
201.29,701.82,332.673
198.085,703.158,457.625
333.022,452.349,213.674
329.817,453.687,338.626
326.612,455.024,463.578
331.231,577.328,212.29
328.026,578.666,337.242
324.821,580.004,462.194
329.44,702.308,210.906
326.236,703.646,335.858
323.031,704.983,460.81
457.968,454.174,216.86
454.763,455.512,341.811
451.558,456.85,466.763
456.177,579.154,215.476
452.972,580.492,340.427
449.768,581.829,465.379
454.387,704.133,214.092
451.182,705.471,339.043
447.977,706.809,463.995
210.344,450.759,451.49
208.722,449.208,576.47
207.101,447.658,701.449
207.297,575.712,453
205.676,574.162,577.98
204.054,572.612,702.96
204.25,700.666,454.51
202.629,699.116,579.49
201.008,697.566,704.47
335.296,453.785,453.148
333.675,452.235,578.128
332.053,450.685,703.108
332.25,578.739,454.659
330.628,577.189,579.639
329.007,575.638,704.618
329.203,703.693,456.169
327.581,702.142,581.149
325.96,700.592,706.129
460.249,456.812,454.807
458.627,455.262,579.787
457.006,453.711,704.767
457.202,581.766,456.317
455.58,580.215,581.297
453.959,578.665,706.277
454.155,706.719,457.828
452.534,705.169,582.808
450.912,703.619,707.787
449.365,210.193,208.841
449.678,207.368,333.809
449.991,204.543,458.777
445.73,335.108,211.674
446.043,332.283,336.642
446.356,329.458,461.61
442.095,460.023,214.507
442.408,457.198,339.475
442.721,454.373,464.442
574.312,213.834,208.611
574.625,211.009,333.578
574.938,208.184,458.546
570.677,338.749,211.444
570.99,335.924,336.411
571.303,333.099,461.379
567.042,463.664,214.276
567.355,460.839,339.244
567.668,458.014,464.212
699.259,217.475,208.38
699.572,214.65,333.348
699.885,211.825,458.315
695.624,342.39,211.213
695.937,339.565,336.181
696.25,336.74,461.148
691.989,467.305,214.046
692.302,464.48,339.013
692.615,461.655,463.981
449.634,208.274,451.835
449.737,210.457,576.816
449.84,212.64,701.797
447.797,333.242,449.654
447.9,335.425,574.635
448.003,337.607,699.616
445.96,458.209,447.473
446.063,460.392,572.454
446.166,462.575,697.435
574.62,210.109,451.7
574.723,212.292,576.681
574.826,214.475,701.662
572.783,335.077,449.519
572.886,337.259,574.5
572.989,339.442,699.481
570.947,460.044,447.338
571.05,462.227,572.319
571.153,464.409,697.3
699.607,211.944,451.565
699.71,214.126,576.546
699.812,216.309,701.527
697.77,336.911,449.384
697.873,339.094,574.365
697.976,341.277,699.346
695.933,461.879,447.203
696.036,464.061,572.184
696.139,466.244,697.165
451.028,451.651,211.408
449.023,454.708,336.355
447.017,457.765,461.301
449.191,576.599,208.322
447.185,579.656,333.269
445.18,582.713,458.215
447.353,701.548,205.236
445.348,704.605,330.182
443.342,707.661,455.129
575.999,453.537,213.368
573.993,456.594,338.315
571.988,459.651,463.261
574.161,578.486,210.282
572.156,581.542,335.228
570.15,584.599,460.175
572.324,703.434,207.196
570.318,706.491,332.142
568.313,709.548,457.089
700.969,455.424,215.328
698.964,458.48,340.274
696.958,461.537,465.221
699.132,580.372,212.242
697.126,583.429,337.188
695.121,586.485,462.135
697.294,705.32,209.155
695.289,708.377,334.102
693.283,711.434,459.048
451.422,450.293,449.277
448.559,447.351,574.21
445.697,444.409,699.142
454.109,575.228,452.281
451.246,572.286,577.214
448.384,569.344,702.146
456.796,700.163,455.285
453.933,697.221,580.217
451.071,694.279,705.15
576.36,447.539,452.075
573.498,444.596,577.008
570.635,441.654,701.94
579.047,572.474,455.079
576.185,569.531,580.012
573.322,566.589,704.944
581.734,697.409,458.083
578.872,694.466,583.015
576.009,691.524,707.948
701.299,444.784,454.873
698.436,441.842,579.806
695.573,438.9,704.738
703.986,569.719,457.877
701.123,566.777,582.809
698.26,563.835,707.742
706.673,694.654,460.881
703.81,691.712,585.813
700.947,688.77,710.746
