27,125,OUTPUT/pa2-debug-f-output-1.txt
190.223,187.753,196.368
335.236,324.681,124.972
99.7456,100.364,101.867
102.433,99.7762,226.837
105.119,99.1886,351.807
100.865,225.358,102.431
103.552,224.77,227.401
106.239,224.182,352.37
101.985,350.351,102.995
104.672,349.764,227.964
107.358,349.176,352.934
224.712,99.2567,99.1752
227.399,98.6691,224.145
230.085,98.0815,349.115
225.831,224.25,99.7389
228.518,223.663,224.709
231.205,223.075,349.678
226.951,349.244,100.303
229.638,348.657,225.272
232.325,348.069,350.242
349.678,98.1496,96.4832
352.365,97.562,221.453
355.052,96.9743,346.423
350.797,223.143,97.0469
353.484,222.556,222.017
356.171,221.968,346.986
351.917,348.137,97.6106
354.604,347.549,222.58
357.291,346.962,347.55
101.283,100.671,223.31
98.3871,96.9723,348.222
95.4908,93.2741,473.133
98.5493,225.588,226.945
95.653,221.89,351.857
92.7567,218.191,476.768
95.8152,350.505,230.58
92.9189,346.807,355.492
90.0226,343.109,480.403
226.22,103.318,226.285
223.324,99.6203,351.197
220.427,95.9221,476.109
223.486,228.236,229.92
220.59,224.537,354.832
217.693,220.839,479.744
220.752,353.153,233.555
217.855,349.455,358.467
214.959,345.756,483.379
351.156,105.966,229.261
348.26,102.268,354.172
345.364,98.57,479.084
348.422,230.884,232.896
345.526,227.185,357.807
342.63,223.487,482.719
345.688,355.801,236.531
342.792,352.103,361.442
339.896,348.404,486.354
100.37,100.313,348.554
99.63,101.932,473.542
98.89,103.55,598.529
97.1211,225.26,346.917
96.3811,226.879,471.904
95.6411,228.497,596.892
93.8723,350.207,345.28
93.1323,351.826,470.267
92.3923,353.444,595.254
225.326,103.571,349.252
224.586,105.19,474.239
223.846,106.808,599.227
222.077,228.518,347.615
221.337,230.137,472.602
220.597,231.756,597.589
218.828,353.465,345.977
218.088,355.084,470.965
217.348,356.703,595.952
350.281,106.829,349.95
349.541,108.448,474.937
348.801,110.067,599.924
347.032,231.776,348.312
346.292,233.395,473.3
345.552,235.014,598.287
343.783,356.723,346.675
343.043,358.342,471.662
342.303,359.961,596.649
101.567,98.1299,473.368
100.064,99.4095,598.352
98.5623,100.689,723.337
104.632,223.086,472.125
103.13,224.366,597.11
101.628,225.645,722.094
107.698,348.042,470.883
106.196,349.322,595.867
104.694,350.602,720.852
226.52,95.0794,474.901
225.018,96.359,599.885
223.516,97.6387,724.87
229.586,220.036,473.658
228.084,221.315,598.643
226.581,222.595,723.627
232.652,344.992,472.416
231.149,346.271,597.4
229.647,347.551,722.385
351.473,92.0289,476.434
349.971,93.3085,601.418
348.469,94.5882,726.403
354.539,216.985,475.191
353.037,218.265,600.176
351.535,219.544,725.16
357.605,341.941,473.949
356.103,343.221,598.933
354.601,344.501,723.918
99.1883,101.464,600.4
95.9857,100.186,725.352
